Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
http://allrecipes.com/recipe/5-cup-salad/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/02/21/78/2217808.jpg,5 Cup Salad,157,"pineapple,sour cream,mandarin,coconut,marshmallows",8,1.5g,19.2g,1.4g,14.5g,8.7g,6.2g,51.3mg,5,863.205,108,1.390168037,17.79415087,1.297490167,13.43829102,8.062974612,5.746027884,47.54374685,0.130302,0.120761117,609.1972127,C,8,Labels_MMCIS/Salad-1-5 Cup Salad.jpeg,4.8,5,images/good_images/Salad-1-5 Cup Salad-good.jpg,images/bad_images/Salad-1-5 Cup Salad-bad.jpg
http://allrecipes.com/recipe/arugula-caprese-salad/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/00/91/79/917963.jpg,Arugula Caprese Salad,114,"arugula,salt,black pepper,balsamic vinegar,basil pesto,croutons,mozzarella,tomato",6,4.7g,5.2g,0.6g,1.3g,7.9g,3.2g,232.3mg,5,497,83,5.674044266,6.277665996,0.724346076,1.569416499,9.53722334,3.863179074,280.4426559,0.590042,0.712324346,576.2115091,C,7,Labels_MMCIS/Salad-2-Arugula Caprese Salad.jpeg,4.333333333,3,images/good_images/Salad-2-Arugula Caprese Salad-good.jpg,images/bad_images/Salad-2-Arugula Caprese Salad-bad.jpg
http://allrecipes.com/recipe/bennos-bacon-potato-salad/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/00/97/01/970178.jpg,Benno's Bacon Potato Salad,323,"bacon,salt,potato,Creole seasoning,lemon juice,yellow onion,celery,yellow pepper,mayonnaise,mustard",4,4.6g,23.6g,2.8g,3g,24g,3.9g,889.3mg,5,1800.815755,450,1.021759164,5.242068753,0.621940361,0.666364672,5.330917376,0.866274074,197.532701,2.258822,0.50173306,300.3830672,B,6,Labels_MMCIS/Salad-3-Benno^s Bacon Potato Salad.jpeg,4.5,2,images/good_images/Salad-3-Benno's Bacon Potato Salad-good.jpg,images/bad_images/Salad-3-Benno's Bacon Potato Salad-bad.jpg
http://allrecipes.com/recipe/cherry-chicken-salad/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/00/03/90/39072.jpg,Cherry Chicken Salad,264,"mayonnaise,apple,black pepper,chicken,salt,cherries,celery,pecans,buttermilk",4,24.3g,12g,2.3g,7.5g,12.7g,2.3g,355.7mg,5,600.4932,150,16.18669454,7.993429401,1.532073969,4.995893376,8.459712783,1.532073969,236.9385698,0.903478,0.601823967,736.2715848,B,7,Labels_MMCIS/Salad-4-Cherry Chicken Salad.jpeg,4.615384615,13,images/good_images/Salad-4-Cherry Chicken Salad-good.jpg,images/bad_images/Salad-4-Cherry Chicken Salad-bad.jpg
http://allrecipes.com/recipe/chicken-pecan-salad/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/00/41/28/412859.jpg,Chicken Pecan Salad,983,"chicken,pecans,hot pepper sauce,margarine,sugar,Worcestershire sauce,lemon juice,salt,strawberries,olive oil,lettuce,tomato,blueberries,raspberries,grape",6,35.9g,39.9g,10.2g,26.2g,80.4g,9.1g,681.3mg,6,2393.814717,399,8.998190147,10.00077401,2.556588844,6.566924285,20.15193559,2.280878282,170.765096,1.730502,0.433743344,1031.56465,B,9,Labels_MMCIS/Salad-5-Chicken Pecan Salad.jpeg,4.75,4,images/good_images/Salad-5-Chicken Pecan Salad-good.jpg,images/bad_images/Salad-5-Chicken Pecan Salad-bad.jpg
http://allrecipes.com/recipe/cinco-de-mayo-salad/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/01/07/28/1072860.jpg,Cinco De Mayo Salad,288,"croutons,cilantro,vinegar,Parmesan cheese,yogurt,anchovy,shallot,lemon juice,olive oil,salt,black pepper,salad herbs,tomato,bean,red pepper,corn,jalapeno pepper",8,6.9g,18g,5.9g,3g,22.4g,3.6g,249.2mg,5,2142.81751,268,2.576047645,6.720124291,2.202707406,1.120020715,8.36282134,1.344024858,93.03638741,0.632968,0.236312424,450.1730621,A,5,Labels_MMCIS/Salad-6-Cinco De Mayo Salad.jpeg,5,8,images/good_images/Salad-6-Cinco De Mayo Salad-good.jpg,images/bad_images/Salad-6-Cinco De Mayo Salad-bad.jpg
http://allrecipes.com/recipe/crispy-cucumbers-and-tomatoes-in-dill-dressing/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/00/24/94/249418.jpg,Crispy Cucumbers and Tomatoes in Dill Dressing,71,"red onion,vinegar,sugar,tomato,cucumber,vegetable oil,black pepper,weed,salt",6,1g,6.7g,1.2g,3.8g,4.7g,0.8g,198.5mg,5,861.179167,144,0.69671913,4.668018171,0.836062956,2.647532694,3.274579911,0.557375304,138.2987473,0.50419,0.351278818,207.1086794,B,6,Labels_MMCIS/Salad-7-Crispy Cucumbers and Tomatoes in Dill Dressing.jpeg,4.461538462,91,images/good_images/Salad-7-Crispy Cucumbers and Tomatoes in Dill Dressing-good.jpg,images/bad_images/Salad-7-Crispy Cucumbers and Tomatoes in Dill Dressing-bad.jpg
http://allrecipes.com/recipe/crunchy-bok-choy-salad/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/01/00/94/1009401.jpg,Crunchy Bok Choy Salad,199,"onion,bok choy,soy sauce,vinegar,vegetable oil,sugar,butter,almond,sunflower seeds,noodles",12,3.4g,14.2g,1.5g,9.4g,19.1g,4.2g,352.7mg,5,1266.03571,106,3.222657914,13.45933599,1.421760844,8.909701291,18.10375475,3.980930364,334.3033665,0.895858,0.849130551,789.7153549,C,9,Labels_MMCIS/Salad-8-Crunchy Bok Choy Salad.jpeg,5,1,images/good_images/Salad-8-Crunchy Bok Choy Salad-good.jpg,images/bad_images/Salad-8-Crunchy Bok Choy Salad-bad.jpg
http://allrecipes.com/recipe/crunchy-lettuce/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/00/76/20/762077.jpg,Crunchy Lettuce,555,"sugar,vegetable oil,almond,lettuce,bacon,sesame seeds,green onion,noodles,black pepper,salt,vinegar",4,11.5g,27.1g,4.7g,15.9g,46.7g,7g,956.4mg,5,1081.04486,270,4.255142566,10.02733596,1.739058266,5.883197114,17.27957894,2.59008678,353.8798566,2.429256,0.898854836,859.7881868,B,8,Labels_MMCIS/Salad-9-Crunchy Lettuce.jpeg,4.75,8,images/good_images/Salad-9-Crunchy Lettuce-good.jpg,images/bad_images/Salad-9-Crunchy Lettuce-bad.jpg
http://allrecipes.com/recipe/egg-salad-ii/detail.aspx,Salad,http://images.media-allrecipes.com/userphotos/250x250/00/59/12/591231.jpg?fix=33,Egg Salad II,813,"milk,green peas,celery,mayonnaise,salt,pepper,butter,bread crumbs,onion,egg,pimento pepper",4,23g,39.4g,3.9g,7.7g,63.4g,14.5g,1103.5mg,6,1229.621,307,7.48198022,12.81695742,1.268683603,2.504836856,20.62424113,4.716900573,358.9723988,2.80289,0.911789893,1107.290263,C,8,Labels_MMCIS/Salad-10-Egg Salad II.jpeg,2,2,images/good_images/Salad-10-Egg Salad II-good.jpg,images/bad_images/Salad-10-Egg Salad II-bad.jpg
